Artist_ID,Objects_1_ID,Disp_Access_No,Alt_Title,Dedication,Disp_Dimen,Disp_Title,Department,Disp_Medium,Disp_Obj_Type,Disp_Create_DT,_Disp_Start_Dat,_Disp_End_Date
229,1545,1962.107,,Colby College Museum of Art,13 3/8 in. x 11 7/8 in. (33.97 cm x 30.16 cm),Untitled (Abstract),Permanent Collection,Oil on board,Painting,,,
282,1546,1962.108,,Colby College Museum of Art,16 5/8 in. x 11 7/8 in. (42.23 cm x 30.16 cm),Untitled (Female )Nude,Permanent Collection,Charcoal on paper,Drawing,1957,1957,1957
342,1547,1962.109,,Colby College Museum of Art,20 in. x 20 in. (50.8 cm x 50.8 cm),Sunspots,Permanent Collection,Oil on cardboard,Painting,,,
347,1548,1962.110,,Colby College Museum of Art,8 in. x 13 in. (20.32 cm x 33.02 cm),Untitled (Abstract Collage),Permanent Collection,Gouache ? on paper,Drawing,,,
442,1549,1962.111,,Colby College Museum of Art,5 in. x 7 7/8 in. (12.7 cm x 20 cm),Untitled (Cow),Permanent Collection,Pen and ink on paper,Drawing,1958,1958,1958
454,1550,1962.112,,Colby College Museum of Art,7 in. x 9 in. (17.78 cm x 22.86 cm),Untitled (Figures and Water),Permanent Collection,Gouache (?) on cardboard,Painting,,,
591,1551,1962.113,,Colby College Museum of Art,6 3/4 in. x 8 1/2 in. (17.15 cm x 21.59 cm),Untitled (Abstract Collage),Permanent Collection,Painted paper collage on board,Drawing,1955,1955,1955
591,1552,1962.114,,Colby College Museum of Art,9 1/2 in. x 6 3/4 in. (24.13 cm x 17.15 cm),Untitled (Abstract),Permanent Collection,Pastel? And watercolor on paper,Drawing,1959,1959,1959
591,1553,1962.115,,Colby College Museum of Art,7 1/2 in. x 10 5/8 in. (19.05 cm x 26.99 cm),Untitled (Abstract Composition),Permanent Collection,Oil on canvas,Painting,,,
691,1554,1962.116,,Colby College Museum of Art,7 5/8 in. x 4 3/4 in. (19.37 cm x 12.07 cm),Untitled (Tree),Permanent Collection,Ink and gouache (?) on paper,Drawing,1953,1953,1953
691,1555,1962.117,,Colby College Museum of Art,,Untitled (Bowl of Flowers),Permanent Collection,Acrylic (?) on rippled paper,Drawing,1953,1953,1953
696,1556,1962.118,,Colby College Museum of Art,16 in. x 12 in. (40.64 cm x 30.48 cm),Untitled (Window with Flowered Curtains),Permanent Collection,Oil on board,Painting,,,
710,1557,1962.119,,Colby College Museum of Art,13 in. x 9 7/8 in. (33.02 cm x 25.08 cm),Untitled,Permanent Collection,Block print on paper,Graphics,,,
724,1558,1962.120,,Colby College Museum of Art,9 1/2 in. x 12 1/2 in. (24.13 cm x 31.75 cm),Untitled,Permanent Collection,Gouache (?) on paper,Drawing,1958,1958,1958
1271,1559,1962.121,,Colby College Museum of Art,4 1/4 in. x 9 1/2 in. (10.8 cm x 24.13 cm),Untitled,Permanent Collection,"Paint, ink, etching on board",Painting,,,
1225,1560,1963.013,,Gift of Mr and Mrs James H. Halpin,8 1/4 in. (20.96 cm),Tankard,Permanent Collection,Silver,Decorative Arts,18th century,1700,1799
19,1561,1963.014,,Gift of Elizabeth Whetstone,30 in. x 24 in. (76.2 cm x 60.96 cm),Portrait of Catherine Margaret James,Permanent Collection,Oil on canvas,Painting,1822,1822,1822
398,1562,1963.015,,Colby College Museum of Art,9 in. x 15 1/2 in. (22.86 cm x 39.37 cm),New Mexico Landscape,Permanent Collection,Oil on canvas,Painting,n.d.,,
468,1563,1963.016,,Gift of Howard W. Lipman,30 in. x 30 in. (76.2 cm x 76.2 cm),Idyll,Permanent Collection,Oil on masonite,Painting,,,
1028,1564,1963.017,,Colby College Museum of Art,27 1/4 x 22 in. (69.2 x 55.9 cm),Portrait of William Nash Allen,Permanent Collection,Oil on canvas,Painting,,,
1943,1565,1963.018,,"Gift of Waldo Peirce, Colby College Museum of Art",51 1/4 x 39 5/8 x 3 1/4 in. (130.2 x 100.6 x 8.3 cm),Waldo T. Peirce As a Child,Permanent Collection,Oil on canvas,Painting,,,
1299,1566,1963.020,,Gift of The Honorable Roderic H. D. Henderson,12 in. x 14 in. (30.48 cm x 35.56 cm),Maids in the Fields,Permanent Collection,Oil on canvas,Painting,,,
144,1567,1963.021,,Gift of The Honorable Roderic H. D. Henderson,40 in. x 57 in. (101.6 cm x 144.78 cm),A View of the American Packet Ship in Cork Harbor,Permanent Collection,Oil on canvas,Painting,19th century,1800,1899
1741,1568,1963.022,,Colby College Museum of Art,27 in. x 59 in. (68.58 cm x 149.86 cm),"Fort Garry At Winnipeg, Canada",Permanent Collection,Oil on canvas,Painting,,,
363,1569,1963.023,,Gift of Frank Winter,12 in. x 20 in. (30.48 cm x 50.8 cm),Cows in the Water,Permanent Collection,Oil on canvas,Painting,1905,1905,1905
363,1570,1963.024,,Gift of Frank Winter,14 1/4 in. x 20 1/4 in. (36.2 cm x 51.44 cm),Gathering the Apples,Permanent Collection,Oil on canvas,Painting,1918,1918,1918
363,1571,1963.025,,Gift of Frank Winter,16 in. x 24 in. (40.64 cm x 60.96 cm),Still Life with Apples,Permanent Collection,Oil on canvas,Painting,1928,1928,1928
1943,1572,1963.026,,"Gift of Cranston, Charles, and Archer Jordan in Memory of Dr. Archer Jordan and Barnard Jordan",24 in. x 18 in. (60.96 cm x 45.72 cm),Thomas Cranston,Permanent Collection,Oil on canvas,Painting,1840,1840,1840
1943,1573,1963.027,,"Gift of Cranston, Charles, and Archer Jordan",27 1/2 x 21 1/2 in. (69.9 x 54.6 cm),Caroline Cranston,Permanent Collection,Oil on canvas,Painting,1840,1840,1840
1247,1574,1963.028,,Colby College Museum of Art,16 in. x 30 in. (40.64 cm x 76.2 cm),The Corral,Permanent Collection,Oil on canvas,Painting,,,
1296,1575,1963.029,,Gift of David A. Teichman,25 in. x 32 in. (63.5 cm x 81.28 cm),Reverie,Permanent Collection,Oil on canvas,Painting,1956,1956,1956
1241,1576,1963.030,,Colby College Museum of Art,32 in. x 24 in. (81.28 cm x 60.96 cm),The Mexican Jug,Permanent Collection,Oil on canvas,Painting,c.1940,1935,1945
478,1577,1963.031,,Gift of Mr. and Mrs. Jackson George,18 in. x 24 in. (45.72 cm x 60.96 cm),Grand Manan Island,Permanent Collection,Oil on canvas,Painting,,,
617,1578,1963.035,,Gift of Mr. and Mrs. Ellerton M. Jett&#233;,30 in. x 27 in. (76.2 cm x 68.58 cm),Lady Paring An Apple (Catherine Wheeler Hardy),Permanent Collection,Oil on canvas,Painting,,,
1071,1579,1963.036,,Gift of Lois and Landon Raymond,6 1/2 in. (16.51 cm),"Jordan Pond and the Bubbles, Mt. Desert Island",Permanent Collection,Oil on canvas,Painting,,,
316,1580,1963.040,,Gift of Miss Adeline F. and Miss Caroline R. Wing,17 3/8 in. x 22 3/8 in. (44.13 cm x 56.83 cm),"Tompkins Park, Brooklyn",Permanent Collection,Oil on canvas,Painting,1887,1887,1887
341,1581,1963.041,,Gift of Clara Southworth in Memory of Constant Southworth,29 in. x 36 in. (73.66 cm x 91.44 cm),Loading Lumber,Permanent Collection,Oil on canvas,Painting,,,
1003,1582,1963.042,,Colby College Museum of Art,30 x 25 in. (76.2 x 63.5 cm),Portrait of a Man,Permanent Collection,Oil on canvas,Painting,1840,1840,1840
1003,1583,1963.043,,Colby College Museum of Art,30 x 25 in. (76.2 x 63.5 cm),Portrait of a Woman,Permanent Collection,Oil on canvas,Painting,c.1840,1835,1845
544,1584,1963.044,,Gift of Mr. and Mrs. Bronson Griscom,56 in. x 40 1/2 in. (142.24 cm x 102.87 cm),Jeune Fille Aux Geraniums,Permanent Collection,Oil on canvas,Painting,1890,1890,1890
1217,1585,1963.047,,Gift of Willard W. Cummings,58 3/4 in. x 63 in. (149.23 cm x 160.02 cm),Daughter of Jephthah Lamenting with Her Companions,Permanent Collection,Oil on canvas,Painting,1791-1794,1791,1794
1036,1586,1963.049,,Gift of Waldo Peirce,38 in. x 47 in. (96.52 cm x 119.38 cm),Breakfast in the Barn,Permanent Collection,Oil on canvas,Painting,1939,1939,1939
947,1587,1963.050,,Gift of Mr. and Mrs. George Putnam,10 1/2 in. x 6 1/2 in. (26.67 cm x 16.51 cm),The Pool Through the Woods,Permanent Collection,Oil on panel,Painting,,,
1036,1588,1963.051,,Gift of Waldo Peirce,23 1/2 in. x 36 in. (59.69 cm x 91.44 cm),"Maple Wood Park, Bangor",Permanent Collection,Oil on canvas,Painting,1932,1932,1932
12,1589,1963.052,,Colby College Museum of Art,22 in. x 30 in. (55.88 cm x 76.2 cm),Clowns,Permanent Collection,Oil and tempera on board,Painting,1947,1947,1947
1409,1590,1963.054,(Wings of the Morning ? 1959.017),Colby College Museum of Art,,The Coot,Permanent Collection,Oil on paper,Painting,,,
1080,1591,1963.057,,Gift of Mrs. Charles Prendergast,10 1/4 in. x 13 3/8 in. (26.04 cm x 33.97 cm),"Barn, Brooksville, Maine",Permanent Collection,Oil on panel,Painting,c. 1910-1913,1910,1913
575,1593,1963.061,,Gift of Mr. and Mrs. Charles D. Childs,24 in. x 36 in. (60.96 cm x 91.44 cm),Woman Standing By the Sea,Permanent Collection,Oil on canvas,Painting,1877,1877,1877
1275,1595,1963.065,,Gift of Mrs. Morgan K. Smith,26 in. x 21 in. (66.04 cm x 53.34 cm),Portrait of Mrs. William Gray,Permanent Collection,Oil,Painting,c. 1830,1825,1835
1422,1596,1963.066,,Gift of Mr. and Mrs. Charles D. Childs,45 in. x 40 in. (114.3 cm x 101.6 cm),The Lost Sheep,Permanent Collection,oil on canvas,Painting,c. 1926,1921,1931
961,1598,1963.073,,Gift of Mr. and Mrs. James B. Ross,36 in. x 45 in. (91.44 cm x 114.3 cm),Thunder Hole,Permanent Collection,Oil on canvas,Painting,,,
1208,1599,1963.079,,"Gift of Morton M. Goldfine. Art &#169; Estate of Ben Shahn/ Licensed by VAGA, New York, NY",21 1/2 in. x 29 1/2 in. (54.61 cm x 74.93 cm),Suzanna and the Elders,Permanent Collection,Ink,Drawing,,,
662,1600,1963.080,,Museum Purchase From The Old Print Shop,13 1/4 in. x 9 in. (33.66 cm x 22.86 cm),Raid On a Sand Swallow&#39;s Colony,Permanent Collection,Engraving on paper,Graphics,1874,1874,1874
213,1601,1963.081,,Colby College Museum of Art; Gift of Jerry Goldberg,17 in. x 11 in. (43.18 cm x 27.94 cm),Wrestlers,Permanent Collection,Chalk on paper,Drawing,1930,1930,1930
514,1602,1963.082,,Colby College Museum of Art,11 1/4 in. x 9 1/2 in. (28.58 cm x 24.13 cm),Suicide Scene Interior,Permanent Collection,Pen and ink on paper,Drawing,,,
1177,1603,1963.083,,Gift of Mr. and Mrs. Philip Sills,8 1/2 in. x 11 in. (21.59 cm x 27.94 cm),Study of Cats,Permanent Collection,Pencil on paper,Drawing,,,
1177,1604,1963.084,,Gift of Mr. and Mrs. Philip Sills,11 1/2 in. x 9 3/4 in. (29.21 cm x 24.77 cm),Facade At Siena,Permanent Collection,Pencil on paper,Drawing,,,
1177,1605,1963.085,,Gift of Mr. and Mrs. Philip Sills,3 3/4 in. x 6 1/4 in. (9.53 cm x 15.88 cm),Dogs and Two Figures,Permanent Collection,Pencil and crayon on paper,Drawing,,,
1177,1606,1963.086,,Gift of Mr. and Mrs. Philip Sills, (),Five Drawings,Permanent Collection,Pencil on paper,Drawing,,,
971,1607,1963.087,,Gift of Mr. and Mrs. Philip Sills,8 1/2 in. x 4 7/8 in. (21.59 cm x 12.38 cm),Standing Female Figure,Permanent Collection,Pen and ink wash on paper,Drawing,,,
1246,1608,1963.088,,Gift of Emil J. Arnold,23 in. x 14 3/4 in. (58.42 cm x 37.47 cm),The Bather,Permanent Collection,Charcoal,Drawing,,,
1423,1609,1963.089,"Study For &quot;Winter, 1946&quot;",Gift of John D. Macdonald,14 in. x 17 in. (35.56 cm x 43.18 cm),Oodie Lynch,Permanent Collection,Pencil on paper,Drawing,1946,1946,1946
1264,1610,1963.090,,Gift of Bernard Rabin,6 1/2 in. x 4 7/8 in. (16.51 cm x 12.38 cm),Norwegian Workman,Permanent Collection,Pencil and crayon on paper,Drawing,,,
593,1611,1963.091,,Gift of George Palley,18 3/4 in. x 11 3/4 in. (47.63 cm x 29.85 cm),Standing Female Nude,Permanent Collection,Watercolor and red chalk on paper,Drawing,,,
593,1612,1963.092,,Gift of George Palley,17 3/4 in. x 13 3/8 in. (45.09 cm x 33.97 cm),Seated Female Nude,Permanent Collection,"Ink, watercolor on paper",Drawing,1957,1957,1957
545,1613,1963.094,,Gift of Gertrud A. Mellon,17 1/2 in. x 14 in. (44.45 cm x 35.56 cm),Tree Trunk,Permanent Collection,Pen on paper,Drawing,1957,1957,1957
525,1614,1963.100,,Gift of Gertrud A. Mellon,8 1/8 in. x 15 7/8 in. (20.64 cm x 40.32 cm),Walruses,Permanent Collection,Engraving,Graphics,1952,1952,1952
885,1615,1963.102,,Gift of Gertrud A. Mellon,12 3/8 in. x 9 1/8 in. (31.43 cm x 23.18 cm),Nude,Permanent Collection,Pencil on paper,Drawing,1929,1929,1929
1290,1617,1963.106,,Colby College Museum of Art,22 in. x 17 1/2 in. (55.88 cm x 44.45 cm),Melon Eater,Permanent Collection,Color lithograph on paper,Graphics,,,
1053,1618,1963.107,,Gift of Gertrud A. Mellon,11 1/4 in. x 28 in. (28.58 cm x 71.12 cm),Strange Bird,Permanent Collection,Lithograph,Graphics,,,
1405,1619,1963.108,,Gift of Dr. Beatrice B. Berle,40 in. x 29 1/2 in. (101.6 cm x 74.93 cm),The Bride,Permanent Collection,Oil on canvas,Painting,1952,1952,1952
210,1620,1963.111,,Gift of Simon Blaisdell,11 1/4 in. x 18 3/8 in. (28.58 cm x 46.67 cm),"Boat Dock, New Harbor",Permanent Collection,Ink and wash on paper,Drawing,,,
1036,1621,1963.112,,Gift of Waldo Peirce,18 in. x 23 1/2 in. (45.72 cm x 59.69 cm),Karen Asleep,Permanent Collection,Watercolor and pencil on paper,Drawing,1953,1953,1953
1036,1622,1963.113,,Gift of Waldo Peirce,17 1/2 in. x 23 1/2 in. (44.45 cm x 59.69 cm),Karen As a Baby,Permanent Collection,Red chalk on paper,Drawing,1949,1949,1949
800,1623,1963.114,,&quot;&quot;,7 1/8 in. x 11 7/8 in. (18.1 cm x 30.16 cm),Manufacturers Trust Company,Permanent Collection,Etching,Graphics,1938,1938,1938
326,1624,1963.116,,Gift of Mr. and Mrs. Philip Sills,7 in. x 9 1/2 in. (17.78 cm x 24.13 cm),Three Men Seated,Permanent Collection,Watercolor with pencil,Drawing,,,
278,1625,1963.117,,Gift of Gertrud A. Mellon,19 in. x 24 in. (48.26 cm x 60.96 cm),Young Bird,Permanent Collection,Crayon,Drawing,,,
581,1626,1963.120,,Bequest of Rowland Burdon-Muller,15 1/4 in. x 10 in. (38.74 cm x 25.4 cm),Portrait of the Artist&#39;s Father,Permanent Collection,Pencil and green wash on paper,Drawing,,,
1336,1627,1963.126,,Gift of Mr. and Mrs. Joseph C. Gray,4 3/4 in. x 6 3/4 in. (12.07 cm x 17.15 cm),The Church Tower,Permanent Collection,Etching,Graphics,17th century,1600,1699
1336,1628,1963.127,,Gift of Mr. and Mrs. Joseph C. Gray,6 1/4 in. x 4 3/4 in. (15.88 cm x 12.07 cm),The Huts,Permanent Collection,Etching,Graphics,17th century,1600,1699
1336,1629,1963.128,,Gift of Mr. and Mrs. Joseph C. Gray,4 1/8 in. x 5 1/8 in. (10.48 cm x 13.02 cm),The Covered Cart,Permanent Collection,Etching,Graphics,17th century,1600,1699
1336,1630,1963.129,,Gift of Mr. and Mrs. Joseph C. Gray,3 1/4 in. x 5 11/16 in. (8.26 cm x 14.45 cm),The Cart in the Road Between Rocks,Permanent Collection,Etching,Graphics,17th century,1600,1699
1336,1631,1963.130,,Gift of Mr. and Mrs. Joseph C. Gray,3 3/4 in. x 5 5/8 in. (9.53 cm x 14.29 cm),The Two Floating Logs,Permanent Collection,Etching,Graphics,17th century,1600,1699
288,1632,1963.131,,Gift of Mr. and Mrs. Joseph C. Gray,5 7/8 in. x 4 in. (14.92 cm x 10.16 cm),The Malingerer,Permanent Collection,Etching,Graphics,1622,1622,1622
288,1633,1963.132,,Gift of Mr. and Mrs. Joseph C. Gray,5 1/2 in. x 3 1/2 in. (13.97 cm x 8.89 cm),Les Gueux: the Beggar with Crutches and a Cap,Permanent Collection,Etching,Graphics,1622,1622,1622
288,1634,1963.133,L&#39;aveugle Et Son Compagnon,Gift of Mr. and Mrs. Joseph C. Gray,5 7/16 in. x 3 5/8 in. (13.81 cm x 9.21 cm),Les Gueux: a Blind Beggar and His Companion,Permanent Collection,Etching,Graphics,1622,1622,1622
288,1635,1963.134,,Gift of Mr. and Mrs. Joseph C. Gray,5 9/16 in. x 3 5/8 in. (14.13 cm x 9.21 cm),Les Gueux: Beggar with Crutches and a Satchel,Permanent Collection,Etching,Graphics,1622,1622,1622
288,1636,1963.135,,Gift of Mr. and Mrs. Joseph C. Gray,5 3/8 in. x 3 7/16 in. (13.65 cm x 8.73 cm),Les Gueux: Beggar with Bare Head and Feet,Permanent Collection,Etching,Graphics,1622,1622,1622
288,1637,1963.136A,,Gift of Mr. and Mrs. Joseph C. Gray,3 1/16 in. x 2 1/16 in. (7.78 cm x 5.24 cm),The Four Banquets: Les Noces De Cana (The Marriage At Cana),Permanent Collection,Etching,Graphics,1619,1619,1619
288,1638,1963.136B,,Gift of Mr. and Mrs. Joseph C. Gray,3 1/16 in. x 2 3/16 in. (7.78 cm x 5.56 cm),The Four Banquets: Le Repas Chez Le Pharisien (Christ in the House of the Pharis,Permanent Collection,Etching,Graphics,1619,1619,1619
288,1639,1963.136C,,Gift of Mr. and Mrs. Joseph C. Gray,3 1/16 in. x 2 1/4 in. (7.78 cm x 5.72 cm),The Four Banquets: La Cene (The Last Supper),Permanent Collection,Etching,Graphics,1619,1619,1619
288,1640,1963.136D,,Gift of Mr. and Mrs. Joseph C. Gray,3 1/16 in. x 2 5/16 in. (7.78 cm x 5.87 cm),The Four Banquets: Le Repas D&#39; Emmaus (The Supper At Emmaus),Permanent Collection,Etching,Graphics,1619,1619,1619
288,1641,1963.137,,Gift of Mr. and Mrs. Joseph C. Gray,6 in. x 9 1/2 in. (15.24 cm x 24.13 cm),Entree De M. De Brionne,Permanent Collection,Etching,Graphics,,,
288,1642,1963.138,,Gift of Mr. and Mrs. Joseph C. Gray,4 9/16 in. x 8 5/8 in. (11.59 cm x 21.91 cm),La Petite Vue De Paris,Permanent Collection,Etching,Graphics,1629,1629,1629
288,1643,1963.139,,Gift of Mr. and Mrs. Joseph C. Gray,4 3/8 in. x 9 9/16 in. (11.11 cm x 24.29 cm),From the Medici Landscapes: La Chasse Au Cerf (The Deer Hunt),Permanent Collection,Etching on paper,Graphics,1618,1618,1618
288,1644,1963.140,,Gift of Mr. and Mrs. Joseph C. Gray,4 1/2 in. x 9 11/16 in. (11.43 cm x 24.61 cm),From the Medici Landscapes: Loading Merchandise,Permanent Collection,Etching,Graphics,1618,1618,1618
288,1645,1963.141,,Gift of Mr. and Mrs. Joseph C. Gray,4 3/8 in. x 9 5/8 in. (11.11 cm x 24.45 cm),From the Medici Landscapes: Bird Hunting,Permanent Collection,Etching,Graphics,1618,1618,1618
1434,1646,1963.142,,Gift of Mr. and Mrs. Joseph C. Gray,5 3/16 in. x 8 in. (13.18 cm x 20.32 cm),Ships Firing a Salute,Permanent Collection,Etching,Graphics,,,
1434,1647,1963.143,,Gift of Mr. and Mrs. Joseph C. Gray,5 in. x 9 in. (12.7 cm x 22.86 cm),Men Unloading Boats,Permanent Collection,Etching on paper,Graphics,,,
171,1648,1963.145,,Gift of H. Wade White in Memory of Lottie Helen Lenn,20 in. x 27 in. (50.8 cm x 68.58 cm),Porcupine,Permanent Collection,Woodcut,Graphics,1951,1951,1951
624,1649,1963.146,,Gift of Robert Mcintyre,2 1/2 in. x 3 3/4 in. (6.35 cm x 9.53 cm),Hay Stack,Permanent Collection,Etching,Graphics,,,
626,1650,1963.147,,Gift of Robert Mcintyre,7 1/2 in. x 11 3/4 in. (19.05 cm x 29.85 cm),Gloucester Harbor,Permanent Collection,Lithograph,Graphics,1902,1902,1902
626,1651,1963.148,,Gift of Robert Mcintyre,18 in. x 12 3/4 in. (45.72 cm x 32.39 cm),Gloucester Church,Permanent Collection,Lithograph,Graphics,,,
400,1652,1963.149,,Gift of Boris Mirsky,9 1/4 in. x 12 in. (23.5 cm x 30.48 cm),Croquis Parisiens,Permanent Collection,Lithograph,Graphics,,,
400,1653,1963.149.A,Un Prix De Poisie,Gift of Boris Mirsky,9 13/16 in. x 14 1/2 in. (24.92 cm x 36.83 cm),Les Beaux Jours De La Vie,Permanent Collection,Lithograph,Graphics,,,
400,1654,1963.149.B,En Famille,Gift of Boris Mirsky,,Les Baigneurs,Permanent Collection,Lithograph,Graphics,,,
400,1655,1963.149.C,Un Philosophe Amateur,Gift of Boris Mirsky,,Les Baigneurs,Permanent Collection,Lithograph,Graphics,,,
400,1656,1963.149.D,Prudent,Gift of Boris Mirsky,,Les Baigneurs,Permanent Collection,Lithograph,Graphics,,,
400,1657,1963.149.E,Ayant Eu La Vaniteuse,Gift of Boris Mirsky,,Les Baigneurs,Permanent Collection,Lithograph,Graphics,,,
400,1658,1963.149.F,L&#39;arrivee,Gift of Boris Mirsky,,Au Bain,Permanent Collection,Lithograph,Graphics,,,
400,1659,1963.149.G,La Lecon Paternelle,Gift of Boris Mirsky,,Au Bain,Permanent Collection,Lithograph,Graphics,,,
400,1660,1963.149.H,,Gift of Boris Mirsky,7 1/8 in. x 12 in. (18.1 cm x 30.48 cm),Les Joueurs De Billard,Permanent Collection,Lithograph,Graphics,,,
400,1661,1963.149.I,Un Bain Contrarie,Gift of Boris Mirsky,7 3/8 in. x 11 3/4 in. (18.73 cm x 29.85 cm),Les Baigneurs,Permanent Collection,Lithograph,Graphics,,,
400,1662,1963.149.J,Le Retour Est Souvent Difficile,Gift of Boris Mirsky,7 3/4 in. x 11 3/4 in. (19.69 cm x 29.85 cm),La Fete Du Village Voisin,Permanent Collection,Lithograph,Graphics,,,
400,1663,1963.149.K,Ayant Trop Fete La Saint-Hubert,Gift of Boris Mirsky,7 5/8 in. x 11 1/4 in. (19.37 cm x 28.58 cm),Croquis De Chasse,Permanent Collection,Lithograph,Graphics,,,
400,1664,1963.149.L,Famille Bourgeoise Convaincue Au&#39;elle Doit Toujours Et Partout Conserver Sa Dignite,Gift of Boris Mirsky,9 1/4 in. x 11 7/8 in. (23.5 cm x 30.16 cm),"&quot;La Fete Du Village Voisin (Recto), Trois Demoiselles a Marier (Verso)&quot;",Permanent Collection,Lithograph,Graphics,,,
400,1665,1963.149.M,Trois Demoiselles A Marier,Colby College Museum of Art,9 1/4 in. x 11 7/8 in. (23.5 cm x 30.16 cm),&quot;La Fete Du Village Voisin,Permanent Collection,Lithograph,Graphics,,,
400,1666,1963.149.N,,Gift of Boris Mirsky,8 in. x 11 1/8 in. (20.32 cm x 28.26 cm),Les Voisins De Campagne,Permanent Collection,Lithograph,Graphics,,,
400,1667,1963.149.O,Une Pleine Eau,Gift of Boris Mirsky,9 3/16 in. x 11 5/8 in. (23.34 cm x 29.53 cm),Les Baigneurs,Permanent Collection,Lithograph,Graphics,,,
400,1668,1963.149.P,,Gift of Boris Mirsky,9 3/16 in. x 11 5/8 in. (23.34 cm x 29.53 cm),Les Baigneurs,Permanent Collection,Lithograph,Graphics,,,
400,1669,1963.149.Q,Musiciens Jouant Pendant...,Gift of Boris Mirsky,,Souvenirs De La Fete De Saint Cloud,Permanent Collection,Lithograph on paper,Graphics,,,
400,1670,1963.149.R,L&#39;incomparable Somnambule,Gift of Boris Mirsky,,Souvenirs De La Fete De Saint Cloud,Permanent Collection,Lithograph on paper,Graphics,,,
400,1671,1963.149.S,Les Personnes De L&#39;aimable...,Gift of Boris Mirsky,,Souvenirs De La Fete De Saint Cloud,Permanent Collection,Lithograph on paper,Graphics,,,
400,1672,1963.149.T,Le Bouquet,Gift of Boris Mirsky,,Souvenirs De La Fete De Saint Cloud,Permanent Collection,Lithograph on paper,Graphics,,,
400,1673,1963.149.U,Et Dure Qu&#39;il Y A Des...,Gift of Boris Mirsky,,Croquis D&#39;hiver,Permanent Collection,Lithograph,Graphics,,,
400,1674,1963.149.V,Comme Quoi La Proprete,Gift of Boris Mirsky,,Croquis D&#39;hiver,Permanent Collection,Lithograph,Graphics,,,
400,1675,1963.149.W,Un Coup De Vent,Gift of Boris Mirsky,,Croquis D&#39;hiver,Permanent Collection,Lithograph,Graphics,,,
400,1676,1963.149.X,Encore Complet!,Gift of Boris Mirsky,,Croquis D&#39;hiver,Permanent Collection,Lithograph,Graphics,,,
400,1677,1963.149.Y,,Gift of Boris Mirsky,7 5/8 in. x 11 5/8 in. (19.37 cm x 29.53 cm),Les Joueurs De Billard,Permanent Collection,Lithograph,Graphics,,,
400,1678,1963.149.Z,,Gift of Boris Mirsky,9 5/8 in. x 13 1/8 in. (24.45 cm x 33.34 cm),Actualites,Permanent Collection,Lithograph,Graphics,,,
17,1679,1963.150A,,Colby College Museum of Art,25 1/2 in. x 19 5/8 in. (64.77 cm x 49.85 cm),Cabeza,Permanent Collection,Lithograph on paper,Graphics,,,
1119,1680,1963.150B,Man with A ...,Colby College Museum of Art,19 1/2 in. x 23 3/4 in. (49.53 cm x 60.33 cm),Man with Two Horses,Permanent Collection,Lithograph on paper,Graphics,,,
570,1681,1963.150C,,Colby College Museum of Art,19 in. x 25 1/4 in. (48.26 cm x 64.14 cm),Untitled,Permanent Collection,Lithograph on paper,Graphics,1944,1944,1944
17,1682,1963.150D,El Eutierro,Colby College Museum of Art,25 1/2 in. x 19 5/8 in. (64.77 cm x 49.85 cm),El Entierro,Permanent Collection,Lithograph on paper,Graphics,,,
1005,1683,1963.150E,,Anonymous gift,25 3/8 in. x 19 5/8 in. (64.45 cm x 49.85 cm),Pepeuador,Permanent Collection,Lithograph on paper,Graphics,1939,1939,1939
535,1684,1963.151,,Gift of Boris Mirsky,13 3/8 in. x 16 3/4 in. (33.97 cm x 42.55 cm),Three Women and Child,Permanent Collection,Lithograph,Graphics,,,
26,1685,1963.152,,Gift of Boris Mirsky,19 1/8 in. x 25 in. (48.58 cm x 63.5 cm),The Lepers,Permanent Collection,Lithograph,Graphics,1939,1939,1939
1005,1686,1963.153,,Gift of Boris Mirsky,24 1/2 in. x 18 1/2 in. (62.23 cm x 46.99 cm),War&#39;s Crippled,Permanent Collection,Lithograph,Graphics,1939,1939,1939
1005,1687,1963.154,,Gift of Boris Mirsky,13 1/4 in. x 18 3/16 in. (33.66 cm x 46.2 cm),Los Hombres De Las Galerias,Permanent Collection,Lithograph,Graphics,1940,1940,1940
133,1688,1963.155,,Gift of Boris Mirsky,17 in. x 21 1/4 in. (43.18 cm x 53.98 cm),Landscape of Guerrero,Permanent Collection,Lithograph,Graphics,1945,1945,1945
667,1689,1963.156,,Gift of Mr. and Mrs. Morrie A. Moss,9 3/4 in. x 8 in. (24.77 cm x 20.32 cm),Salad Girl,Permanent Collection,Engraving (reproduced),Graphics,18th century,1700,1799
890,1690,1963.157,,Gift of John D. Macdonald,,Key West,Permanent Collection,Watercolor,Drawing,1929,1929,1929
1036,1691,1963.158,,Gift of Waldo Peirce,9 3/4 in. x 13 3/8 in. (24.77 cm x 33.97 cm),By the Sea,Permanent Collection,Watercolor on paper,Drawing,,,
1439,1692,1963.159,,Museum Purchase,13 1/2 in. x 10 in. (34.29 cm x 25.4 cm),Woodland Patterns,Permanent Collection,Watercolor on paper,Drawing,,,
263,1693,1963.160,,Museum Purchase,14 in. x 20 in. (35.56 cm x 50.8 cm),Twilight Gloom,Permanent Collection,Watercolor on paper,Drawing,1917,1917,1917
